Journals,Links
Open Journal of Fluid Dynamics,https://www.scirp.org/journal/ojfd
Open Journal of Forestry,https://www.scirp.org/journal/ojf
Open Journal of Gastroenterology,https://www.scirp.org/journal/ojgas/
Open Journal of Genetics,https://www.scirp.org/journal/ojgen
Open Journal of Geology,https://www.scirp.org/journal/ojg
Open Journal of Immunology,https://www.scirp.org/journal/oji
Open Journal of Inorganic Chemistry,https://www.scirp.org/journal/ojic
Open Journal of Inorganic Non-metallic Materials,https://www.scirp.org/journal/ojinm
Open Journal of Internal Medicine,https://www.scirp.org/journal/ojim
Open Journal of Leadership,https://www.scirp.org/journal/ojl
Open Journal of Marine Science,https://www.scirp.org/journal/ojms
Open Journal of Medical Imaging,https://www.scirp.org/journal/ojmi
Open Journal of Medical Microbiology,https://www.scirp.org/journal/ojmm
Open Journal of Medical Psychology,https://www.scirp.org/journal/ojmp
Open Journal of Medicinal Chemistry,https://www.scirp.org/journal/ojmc
Open Journal of Metal,https://www.scirp.org/journal/ojmetal
Open Journal of Microphysics,https://www.scirp.org/journal/ojm
Open Journal of Modelling and Simulation,https://www.scirp.org/journal/ojmsi
Open Journal of Modern Hydrology,https://www.scirp.org/journal/ojmh
Open Journal of Modern Linguistics,https://www.scirp.org/journal/ojml/
Open Journal of Modern Neurosurgery,https://www.scirp.org/journal/ojmn
Open Journal of Molecular and Integrative Physiology,https://www.scirp.org/journal/ojmip
Open Journal of Nephrology,https://www.scirp.org/journal/ojneph
Open Journal of Nursing,https://www.scirp.org/journal/ojn
Open Journal of Obstetrics and Gynecology,https://www.scirp.org/journal/ojog
Open Journal of Ophthalmology,https://www.scirp.org/journal/ojoph
Open Journal of Optimization,https://www.scirp.org/journal/ojop
Open Journal of Organ Transplant Surgery,https://www.scirp.org/journal/ojots
Open Journal of Organic Polymer Materials,https://www.scirp.org/journal/ojopm
Open Journal of Orthopedics,https://www.scirp.org/journal/ojo
Open Journal of Pathology,https://www.scirp.org/journal/ojpathology
Open Journal of Pediatrics,https://www.scirp.org/journal/ojped
Open Journal of Philosophy,https://www.scirp.org/journal/ojpp
Open Journal of Physical Chemistry,https://www.scirp.org/journal/ojpc
Open Journal of Political Science,https://www.scirp.org/journal/ojps
Open Journal of Polymer Chemistry,https://www.scirp.org/journal/ojpchem
Open Journal of Preventive Medicine,https://www.scirp.org/journal/ojpm
Open Journal of Psychiatry,https://www.scirp.org/journal/ojpsych
Open Journal of Radiology,https://www.scirp.org/journal/ojrad
Open Journal of Regenerative Medicine,https://www.scirp.org/journal/ojrm
Open Journal of Respiratory Diseases,https://www.scirp.org/journal/ojrd
Open Journal of Rheumatology and Autoimmune Diseases,https://www.scirp.org/journal/ojra
Open Journal of Safety Science and Technology,https://www.scirp.org/journal/ojsst
Open Journal of Social Sciences,https://www.scirp.org/journal/jss
Open Journal of Soil Science,https://www.scirp.org/journal/ojss
Open Journal of Statistics,https://www.scirp.org/journal/ojs
Open Journal of Stomatology,https://www.scirp.org/journal/ojst
Open Journal of Synthesis Theory and Applications,https://www.scirp.org/journal/ojsta
Open Journal of Therapy and Rehabilitation,https://www.scirp.org/journal/ojtr
Open Journal of Thoracic Surgery,https://www.scirp.org/journal/ojts
Open Journal of Urology,https://www.scirp.org/journal/oju
Open Journal of Veterinary Medicine,https://www.scirp.org/journal/ojvm
Open Journal of Yangtze Oil and Gas,https://www.scirp.org/journal/ojogas
Optics,https://www.mdpi.com/journal/optics
Optics and Photonics Journal,https://www.scirp.org/journal/opj
Oral,https://www.mdpi.com/journal/oral
Organics,https://www.mdpi.com/journal/organics
Organoids,https://www.mdpi.com/journal/organoids
Oriental Journal of Chemistry,http://www.orientjchem.org/
Oriental Journal of Computer Science and Technology,http://www.computerscijournal.org/
Osteology,https://www.mdpi.com/journal/osteology
Oxygen,https://www.mdpi.com/journal/oxygen
Paideuma Journal of Research,http://paideumajournal.com/
Link Only,http://pjrpublication.com/
Pain Studies and Treatment,https://www.scirp.org/journal/pst
Palma Journal,http://www.palmajournal.org/
Parasitologia,https://www.mdpi.com/journal/parasitologia
Paripex Indian Journal of Research,http://worldwidejournals.com/paripex/
Particles,https://www.mdpi.com/journal/particles
Path of Science,http://pathofscience.org/index.php/ps
Pathogens,https://www.mdpi.com/journal/pathogens
Pathophysiology,https://www.mdpi.com/journal/pathophysiology
Pattern Recognition in Physics,http://www.pattern-recognition-in-physics.com/
Pediatric Reports,https://www.mdpi.com/journal/pediatrrep
People’s Journal of Scientific Research,http://www.pjsr.org/Home.html
Pharma Innovation,http://www.thepharmajournal.com/
Pharmaceutical and Biological Evaluations,http://www.onlinepbe.com/index.php/PBE/index
Pharmaceuticals,https://www.mdpi.com/journal/pharmaceuticals
Pharmaceutics,https://www.mdpi.com/journal/pharmaceutics
Pharmacie Globale: International Journal of Comprehensive Pharmacy,http://pharmacie-globale.info/
Pharmacoepidemiology,https://www.mdpi.com/journal/pharmacoepidemiology
Pharmacognosy Magazine,http://www.phcog.com/
Pharmacognosy Research,http://www.phcogres.com/
Pharmacognosy Reviews,http://www.phcogrev.com/
Pharmacognosy: Journal of Pharmacognosy and Phytochemistry,http://www.phytojournal.com/
Pharmacologia,http://pharmacologia.com/
Pharmacology & Pharmacy,https://www.scirp.org/journal/pp
PharmacologyOnline,http://pharmacologyonline.silae.it/front
Pharmacy,https://www.mdpi.com/journal/pharmacy
PHARMANEST: An International Journal of Advances in Pharmaceutical Sciences,http://www.pharmanest.net/
Philosophies,https://www.mdpi.com/journal/philosophies
Photochem,https://www.mdpi.com/journal/photochem
Photonics,https://www.mdpi.com/journal/photonics
Phycology,https://www.mdpi.com/journal/phycology
Physchem,https://www.mdpi.com/journal/physchem
Physical Education and Sports Research Journal,http://pe.lsrj.in/
Physical Sciences Forum *,https://www.mdpi.com/journal/psf
Physics,https://www.mdpi.com/journal/physics
Physiologia,https://www.mdpi.com/journal/physiologia
Pioneer-scientists,http://pioneer-scientists.org/
Plant Digest,http://plantdigest.co.uk/index.php
Plants,https://www.mdpi.com/journal/plants
Plants Journal / Journal of Medicinal Plants Studies,http://www.plantsjournal.com/
Plasma,https://www.mdpi.com/journal/plasma
Platforms,https://www.mdpi.com/journal/platforms
POLISH POLAR RESEARCH,http://www.polishpolar.com/
Pollutants,https://www.mdpi.com/journal/pollutants
Polymers,https://www.mdpi.com/journal/polymers
Polysaccharides,https://www.mdpi.com/journal/polysaccharides
Positioning,https://www.scirp.org/journal/pos
Poultry,https://www.mdpi.com/journal/poultry
Powders,https://www.mdpi.com/journal/powders
Preslia Journal,http://presliajournal.com/
Proceedings *,https://www.mdpi.com/journal/proceedings
Processes,https://www.mdpi.com/journal/processes
Professionals Center for Business Research,http://pcbr.net/
Progress in Physics,http://www.ptep-online.com/
Prosthesis,https://www.mdpi.com/journal/prosthesis
Proteomes,https://www.mdpi.com/journal/proteomes
Psych,https://www.mdpi.com/journal/psych
Psychiatry International,https://www.mdpi.com/journal/psychiatryint
Psychoactives,https://www.mdpi.com/journal/psychoactives
Psychology,https://www.scirp.org/journal/psych
Publications,https://www.mdpi.com/journal/publications
PunarnaV,http://www.punarnav.com/
Pyxis Journal,http://pyxis-journal.ru/
Quantum Beam Science,https://www.mdpi.com/journal/qubs
Quantum Reports,https://www.mdpi.com/journal/quantumrep
Quarterly Physics Review,http://journals.ke-i.org/index.php/qpr
Quaternary,https://www.mdpi.com/journal/quaternary
Radiation,https://www.mdpi.com/journal/radiation
Reactions,https://www.mdpi.com/journal/reactions
Receptors,https://www.mdpi.com/journal/receptors
Recycling,https://www.mdpi.com/journal/recycling
Reef Resources Assessment and Management Technical Paper,http://behaviorsciences.com/
Religions,https://www.mdpi.com/journal/religions
Remedy Open Access,http://remedyoa.com/
Remote Sensing,https://www.mdpi.com/journal/remotesensing
Reports,https://www.mdpi.com/journal/reports
Reproductive Medicine,https://www.mdpi.com/journal/reprodmed
Research Ambition,http://researchambition.com/
Research Chronicler,http://research-chronicler.com/reschro/index.asp
Research Chronicles,http://www.reschrone.com/
Research Dimension,http://rd.researchdirection.org/Default.aspx
Research Directions,http://researchdirection.org/Default.aspx
Research in Biotechnology,http://www.researchinbiotechnology.com/home
Research in Pharmacy and Health Sciences,http://www.rphsonline.com/
Research Innovator,http://research-chronicler.com/resinv/index.asp
Research Inspiration,http://researchinspiration.com/
Research Inventy: International Journal of Engineering and Science,http://www.researchinventy.com/index.html
"Research Journal of Life Sciences, Bioinformatics, Pharmaceutical, and Chemical Sciences",http://rjlbpcs.com/
"Research Journal of Pharmaceutical, Biological and Chemical Sciences",http://www.rjpbcs.com/index.html
Research on Modern Higher Education,http://www.remhe.org/
Research Opinions in Animal and Veterinary Sciences,http://www.roavs.com/
Research Revolution,http://www.researchrevolution.in/index.php
Research Revolution,http://www.researchrevolution.in/
Research Scholar,http://www.researchscholar.co.in/
Research,http://www.labome.org/
Research (French version),http://www.labome.fr/
ResearchDesk,http://researchdesk.net/
Researchers World – Journal of Arts Science & Commerce,http://www.researchersworld.com/index.html
Resources,https://www.mdpi.com/journal/resources
Review of Research,http://ror.isrj.org/
Reviews of Progress,http://reviewsofprogress.org/
Revista de Educacion,http://revistaeducacion.org/
Revista Electrónica de las Ciencias Computacionales e Informática,http://www.reci.org.mx/
Revista Iberoamericana de Ciencas,http://www.reibci.org/
"Revista Iberoamericana de Contaduría, Economía y Administración",http://www.ricea.org.mx/
Revista Iberoamericana de las Ciencias Biológicas y Agropecuarias,http://ciba.org/
Link Only,http://www.ciba.org.mx/
Revista Iberoamericana de las Ciencias de la Salud,http://www.rics.org.mx/
Revista Iberoamericana de las Ciencias Sociales y Humanísticas,http://www.ricsh.org.mxmx/
Revista Iberoamericana para la Investigación y el Desarrollo Educativo,http://www.ride.org.mx/
Revistas Electrónicas UACh,http://www.ausrevista.info/
Link Only,http://www.ausrevista.com/
Revista Sodebras,http://www.sodebras.com.br/
RGUSH Journal of Pharmaceutical Sciences,http://www.rjps.in/
Rheumato,https://www.mdpi.com/journal/rheumato
Risks,https://www.mdpi.com/journal/risks
Robotics,https://www.mdpi.com/journal/robotics
Romanian Biotechnological Letters,http://www.rombio.eu/
Ruminants,https://www.mdpi.com/journal/ruminants
Safety,https://www.mdpi.com/journal/safety
Sanskruti International Multidisciplinary Research Journal,http://www.journals.savap.org.pk/
Scholarly Research Exchange,http://srej.wc.lt/
Scholars World- International Refereed Multidisciplinary Journal Of Contemporary Research,http://scholarsworld.net/english/
Sci,https://www.mdpi.com/journal/sci
Science and Engineering Applications,http://jfips.com/
Science International,http://www.scienceinternational.com/
Science International (Lahore),http://sci-int.com/
Science Park,http://www.scienceparks.in/Default.aspx
Science Postprint,http://www.spp-j.com/
Science Research Reporter,http://www.jsrr.in/
Science Reuters,http://www.sciencereuters.com/
Scientia Pharmaceutica,https://www.mdpi.com/journal/scipharm
Scientific Light,http://www.slg-journal.com/home
Scientific Research Journal of India,https://sites.google.com/site/scientificrji/
Scientific Research Journal,http://www.scirj.org/
Scientific Researches,http://science-research.com/
Scientific Transactions in Environment and Technovation,https://websites.godaddy.com/pt-BR/editor/4c349823-c5b5-461c-8f36-d894bc42b33d/6ee87585-22f2-44b4-9e53-760b2e2771fd/edit/6be8ebae-cc2f-43ae-8d92-8f66a2442a89/mutator/card/0
Scientific World,http://scientificworld.co.uk/
Sclerosis,https://www.mdpi.com/journal/sclerosis
"Scottish Journal of Arts, Social Sciences and Scientific Studies",http://scottishjournal.co.uk/
SCRO Annual Report Journal,http://scroreport.com/index.php/SCROAR/index
Seeds,https://www.mdpi.com/journal/seeds
Sensors,https://www.mdpi.com/journal/sensors
Sensors & Transducers Journal,http://www.sensorsportal.com/HTML/DIGEST/Journal_Subscription.htm
Separations,https://www.mdpi.com/journal/separations
Seventh Sense Research Group Journal,http://ssrgj.blogspot.com/
Sexes,https://www.mdpi.com/journal/sexes
Shiraz E-Medical Journal,http://emedicalj.com/
Shiv Rudraksha International Journal of Advanced Research in Engineering & Management,http://www.srijarem.in/
Signa Vitae – Journal of Intensive Care and Emergency Medicine,http://www.signavitae.com/
Signals,https://www.mdpi.com/journal/signals
Singaporean Journal of Business Economics and Management Studies,https://www.singaporeanjbem.com/
Sinusitis,https://www.mdpi.com/journal/sinusitis
Smart & Young,http://smartandyoung.com.ua/uk/
Smart Cities,https://www.mdpi.com/journal/smartcities
Smart Grid and Renewable Energy,https://www.scirp.org/journal/sgre
Smart Nanosystems in Engineering and Medicine,http://gintem.org/
Social Networking,https://www.scirp.org/journal/sn
Social Sciences,https://www.mdpi.com/journal/socsci
Societies,https://www.mdpi.com/journal/societies
"Society: Politics, Economics, Law",http://dom-hors.ru/
Sociology Mind,https://www.scirp.org/journal/sm
Soft,https://www.scirp.org/journal/soft
Soft Nanoscience Letters,https://www.scirp.org/journal/snl
Software,https://www.mdpi.com/journal/software
Soil Systems,https://www.mdpi.com/journal/soilsystems
Solar,https://www.mdpi.com/journal/solar
Solids,https://www.mdpi.com/journal/solids
South Asian Journal of Food Technology and Environment,http://www.sweft.in/
South Asian Journal of Mathematics,http://www.sajm.com.nu/index.htm
South Indian Journal Of Biological Sciences,http://www.sijbs.com/index.html/
South Pacific Journal of Pharma and Bio Sciences,http://spjpbs.com/
South Pacific Journal of Technology and Science,http://spjts.com/
Spectral Analysis Review,https://www.scirp.org/journal/sar
Spectroscopy Journal,https://www.mdpi.com/journal/spectroscj
Sport Science,http://www.sposci.com/index.html
Sports,https://www.mdpi.com/journal/sports
Standards,https://www.mdpi.com/journal/standards
Stats,https://www.mdpi.com/journal/stats
Stem Cell Discovery,https://www.scirp.org/journal/scd
Stresses,https://www.mdpi.com/journal/stresses
Surfaces,https://www.mdpi.com/journal/surfaces
Surgeries,https://www.mdpi.com/journal/surgeries
Surgical Science,https://www.scirp.org/journal/ss
Surgical Techniques Development,https://www.mdpi.com/journal/std
Sustainability,https://www.mdpi.com/journal/sustainability
Sustainable Chemistry,https://www.mdpi.com/journal/suschem
Swedish Journal of Scientific Research,https://sjsr.se/en/home.php
Swiss Chinese Law Review Journal,https://www.sclalawreview.org/
Swiss Journal of Research in Business and Social Science,http://www.sjrbss.com/
Symmetry,https://www.mdpi.com/journal/symmetry
SynBio,https://www.mdpi.com/journal/synbio
Systems,https://www.mdpi.com/journal/systems
Tactful Management Research Journal,http://tmgt.lsrj.in/
Targets,https://www.mdpi.com/journal/targets
Taxonomy,https://www.mdpi.com/journal/taxonomy
Taylors Science Gate,http://taylorspublications.com/
Link Only,http://taylorspub.com/
Technical Journal of Engineering and Applied Sciences,http://tjeas.com/
Technics Technologies Education Management,http://www.ttem.ba/index.html
Technologies,https://www.mdpi.com/journal/technologies
Technology and Investment,https://www.scirp.org/journal/ti
Technology Reports of Kansai University,http://kansaiuniversityreports.com/
Tehni ki vjesnik,http://www.tehnicki-vjesnik.com/web/public/page
Telecom,https://www.mdpi.com/journal/telecom
Engineering & Management,http://www.testmagzine.biz/
Textiles,https://www.mdpi.com/journal/textiles
Thalassemia Reports,https://www.mdpi.com/journal/thalassrep
The Advanced Science Journal,http://advancedscience.org/
The Bioscan,http://www.thebioscan.in/index.htm
"The Business Review, Cambridge",http://www.jaabc.com/brc.html
The Criterion: An International Journal in English,http://www.the-criterion.com/
The IIOAB Journal,https://iioab-journal.webs.com/
International Journal of Engineering and Science,http://www.theijes.com/
The International Asian Research Journal,http://www.tiarj.com/
The International Journal of Business & Management,http://www.theijbm.com/
The International Journal of Educational and Psychological Assessment,https://sites.google.com/site/tijepa2012/home
The International Journal of Humanities & Social Studies,http://www.theijhss.com/
"The International Journal of Knowledge, Innovation and Entreprenurship",http://ijkie.org/index.html
The International Journal of Management,http://www.theijm.com/
The International Journal of Science & Technoledge,http://www.theijst.com/
The International Journal of Social and Applied Sciences,http://ijsas.webs.com/indexing
The International Journal of Social Sciences,http://www.tijoss.com/index.html
The Journal of Academic Social Science Studies,http://www.jasstudies.com/Anasayfa.Aspx
"The Journal of American Academy of Business, Cambridge",http://www.jaabc.com/journal.htm
"The Journal of American Business Review, Cambridge",http://www.jaabc.com/jabrc.html
The Journal of Medical Research,http://medicinearticle.com/
The Macrotheme Review,http://macrotheme.com/home
The Modern Journal of Applied Linguistics,http://www.mjal.org/index.htm
The New American Journal of Medicine,http://www.najmed.org/index.php
The Online Journal of Distance Education and e-Learning,http://tojdel.net/
The Online Journal of New Horizons in Education,http://www.tojned.net/
The Online Journal of Science and Technology,http://www.tojsat.net/
The Pharma Research (Journal),http://www.thepharmaresearch.info/
"The Turkish Nephrology, Dialysis and Transplantation Journal",http://www.tndt.org/
The Ulutas Medical Journal,http://www.ulutasmedicaljournal.com/
Advance Journals of Engineering Mathematics and Computer Sciences,http://ajemc.in/index.php/ajemc
Annals of EURASIAN MEDICIN,http://www.aemed.eu/en/index.php
Caspian Sea Journal,http://csjonline.org/index.php
Dawn Journal,http://thedawnjournal.com/
Electronic Journal of Geotechnical Engineering,http://www.ejge.com/
Experiment,http://www.experimentjournal.com/
International Interdisciplinary Journal of Education,http://iijoe.org/
Journal of Internet Banking and Commerce,http://www.icommercecentral.com/
Journal of Mathematics and Computer Science,http://www.tjmcs.com/index.php
Journal of Nonlinear Science and Applications,http://www.emis.de/journals/TJNSA/
Journal of Pharmaceutical and Scientific Innovation,http://jpsionline.com/
Journal of Reading and Literacy,https://journalofreadingandliteracy.wordpress.com/
Pharmaceutical and Chemical Journal,http://tpcj.org/
Scitech Journal,http://www.thescitech.com/
Theoretical Economics Letters,https://www.scirp.org/journal/tel
Thermo,https://www.mdpi.com/journal/thermo
Tomography,https://www.mdpi.com/journal/tomography
Tourism and Hospitality,https://www.mdpi.com/journal/tourismhosp
Toxics,https://www.mdpi.com/journal/toxics
Toxins,https://www.mdpi.com/journal/toxins
Translational Medicine and Biotechnology,http://oiirj.org/oiirj/tmb/
Transnational Journal of Science and Technology,http://www.tjournal.org/
Transplantology,https://www.mdpi.com/journal/transplantology
Transworld Medical Journal,http://www.tmjournals.com/
Trauma Care,https://www.mdpi.com/journal/traumacare
Trends in Higher Education,https://www.mdpi.com/journal/higheredu
Trends Journal of Sciences Research,http://www.tjsr.org/
Tropical Medicine and Infectious Disease,https://www.mdpi.com/journal/tropicalmed
Tropical Plant Research,http://www.tropicalplantresearch.com/
Turkish Journal of Physiotherapy and Rehabilitation,https://turkjphysiotherrehabil.org/
Turkish Journal of Scientific Research,http://tjsrjournal.com/
Turkish Online Journal of Educational Technology,http://www.tojet.net/
Ultra Engineer,http://www.ultra-engineer.org/
Ulutas Genetic Research Journal,http://www.geneticresearchjournal.com/
Universal Journal of Applied Computer Science and Technology,http://uniascit.in/index.php
Universal Journal of Computer Science and Engineering Technology,http://www.unicse.org/
Universal Journal of Pharmaceutical Research,http://www.ujpr.org/
Universal Journal of Pharmacy,http://www.ujponline.com/
Universe,https://www.mdpi.com/journal/universe
Universe of Emerging Technology and Science,http://www.uniets.com/
Urban Science,https://www.mdpi.com/journal/urbansci
Uro,https://www.mdpi.com/journal/uro
Vaccines,https://www.mdpi.com/journal/vaccines
Vehicles,https://www.mdpi.com/journal/vehicles
Venereology,https://www.mdpi.com/journal/venereology
Veterinary Sciences,https://www.mdpi.com/journal/vetsci
Vibration,https://www.mdpi.com/journal/vibration
Virtual Worlds,https://www.mdpi.com/journal/virtualworlds
Viruses,https://www.mdpi.com/journal/viruses
Visi Jurnal Akademik,http://www.visijurnal.com/
Vision,https://www.mdpi.com/journal/vision
Voice of the Publisher,https://www.scirp.org/journal/vp
Waste,https://www.mdpi.com/journal/waste
Water,https://www.mdpi.com/journal/water
Weberbauerella,http://weberbauerella.org/
Weekly Science International Research Journal,http://www.weeklyscience.org/Default.aspx
Wind,https://www.mdpi.com/journal/wind
Wireless Engineering and Technology,https://www.scirp.org/journal/wet
Wireless Sensor Network,https://www.scirp.org/journal/wsn
Women,https://www.mdpi.com/journal/women
World,https://www.mdpi.com/journal/world
World Academy of Informatics and Management Sciences,http://www.waims.co.in/index.aspx
World Applied Sciences Journal,http://www.wasj.org/
World Electric Vehicle Journal,https://www.mdpi.com/journal/wevj
World Essays Journal,http://worldessaysj.com/en/
World Journal of AIDS,https://www.scirp.org/journal/wja
World Journal of Cardiovascular Diseases,https://www.scirp.org/journal/wjcd
World Journal of Cardiovascular Surgery,https://www.scirp.org/journal/wjcs
World Journal of Condensed Matter Physics,https://www.scirp.org/journal/wjcmp
World Journal of Engineering and Technology,https://www.scirp.org/journal/wjet
World Journal of Engineering Research and Technology,http://www.wjert.org/
World Journal of Environmental Biosciences,http://www.environmentaljournals.org/
World Journal of Innovative Research,https://www.wjir.org/
World Journal of Mechanics,https://www.scirp.org/journal/wjm
World Journal of Nano Science and Engineering,https://www.scirp.org/journal/wjnse
World Journal of Neuroscience,https://www.scirp.org/journal/wjns
World Journal of Nuclear Science and Tecnology,https://www.scirp.org/journal/wjnst
World Journal of Pharmaceutical and Life Sciences,http://wjpls.org/home
World Journal of Pharmaceutical and Medical Research,http://www.wjpmr.com/
World Journal of Pharmaceutical Research,http://www.wjpr.net/
World Journal of Pharmaceutical Sciences,http://www.wjpsonline.org/
World Journal of Pharmacy and Pharmaceutical Sciences,http://www.wjpps.com/
World Journal of Research and Review,https://www.wjrr.org/
World Journal of Science and Technology,http://worldjournalofscience.com/
World Journal of Vaccines,https://www.scirp.org/journal/wjv
World Medical Student Journal,http://worldmsjournal.org/index.php/worldmsj
World Nutrition,https://worldnutritionjournal.org/index.php/wn
World Scientific News,http://www.worldscientificnews.com/
World Wide Journal of Multidisciplinary Research and Development,http://wwjmrd.com/
Yangtze Medicine,https://www.scirp.org/journal/ym
Youth,https://www.mdpi.com/journal/youth
Zoonotic Diseases,https://www.mdpi.com/journal/zoonoticdis
